,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,rho,Merr,Rerr,srho
310,CoRoT-22 b,CoRoT-22,1,1,1,Transit,2014,CoRoT,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444.2783M/abstract target=ref>Moutou et al. 2014</a>,9.75598,0.00011,-0.00011,0.0,0.092,0.0014,-0.0014,0.0,4.88,0.17,-0.39,0.0,0.435,0.015,-0.035,0.0,12.2,14.0,-8.8,0.0,0.038,0.044,-0.028,0.0,Mass,0.077,0.3,-0.042,0.0,,,,,885.0,53.0,-280.0,0.0,0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444.2783M/abstract target=ref>Moutou et al. 2014</a>,G3 V,5939.0,54.0,-120.0,0.0,1.136,0.038,-0.09,0.0,1.099,0.049,-0.049,0.0,0.17,0.07,-0.12,0.0,[Fe/H],4.361,0.065,-0.029,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,627.158,11.187,-10.808,13.82,0.114,-0.114,11.988,0.026,-0.026,13.7305,0.000304,-0.000304,2014-08-21,2014-08,2014-08-21,0.5784315372211771,11.4,0.28,0.5495956560267541
311,CoRoT-23 b,CoRoT-23,1,1,1,Transit,2011,CoRoT,Published Confirmed,0,<a refstr=ROUAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A..54R/abstract target=ref> Rouan et al. 2012 </a>,3.6313,0.0001,-0.0001,0.0,0.048,0.004,-0.004,0.0,11.77,1.46,-1.46,0.0,1.05,0.13,-0.13,0.0,889.9,95.3,-95.3,0.0,2.8,0.3,-0.3,0.0,Mass,0.16,0.02,-0.02,0.0,,,,,1660.0,,,0.0,0,<a refstr=ROUAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A..54R/abstract target=ref> Rouan et al. 2012 </a>,G0 V,5900.0,100.0,-100.0,0.0,1.61,0.18,-0.18,0.0,1.14,0.08,-0.08,0.0,0.05,0.1,-0.1,0.0,[Fe/H],4.3,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.97,45.47,-41.94,15.675,0.206,-0.206,12.364,0.032,-0.032,15.0681,0.000409,-0.000409,2014-05-14,2012-01,2014-05-14,3.0072076471486717,95.3,1.46,1.1644964300472844
315,CoRoT-24 c,CoRoT-24,1,1,2,Transit,2014,CoRoT,Published Confirmed,0,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,11.759,0.0063,-0.0063,0.0,0.098,0.003,-0.003,0.0,5.0,0.5,-0.5,0.0,0.44,0.04,-0.04,0.0,28.0,11.0,-11.0,0.0,0.088,0.035,-0.035,0.0,Mass,0.0,,,0.0,,,,,850.0,80.0,-80.0,0.0,0,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,K1 V,4950.0,150.0,-150.0,0.0,0.86,0.09,-0.09,0.0,0.91,0.09,-0.09,0.0,0.3,0.15,-0.15,0.0,[Fe/H],4.55,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,591.555,16.043,-15.232,15.383,0.114,-0.114,12.924,0.024,-0.024,15.1801,0.000631,-0.000631,2014-06-11,2014-07,2014-06-11,1.23424,11.0,0.5,0.6100901313609326
316,CoRoT-25 b,CoRoT-25,1,1,1,Transit,2013,CoRoT,Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,4.86069,6e-05,-6e-05,0.0,0.0578,0.002,-0.0009,0.0,12.11,3.4,-1.12,0.0,1.08,0.3,-0.1,0.0,85.81,12.71,-12.71,0.0,0.27,0.04,-0.04,0.0,Mass,0.0,,,0.0,,,,,1330.0,80.0,-40.0,0.0,0,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,F9,6040.0,90.0,-90.0,0.0,1.19,0.14,-0.03,0.0,1.09,0.11,-0.05,0.0,-0.01,0.13,-0.13,0.0,[Fe/H],4.31,0.05,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,1103.48,44.28,-41.05,14.79,0.172,-0.172,12.846,0.031,-0.031,14.711,0.000339,-0.000339,2014-05-14,2013-07,2014-05-14,0.2662300485709245,12.71,2.26,0.15418167157361473
318,CoRoT-26 b,CoRoT-26,1,1,1,Transit,2013,CoRoT,Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,4.20474,5e-05,-5e-05,0.0,0.0526,0.001,-0.001,0.0,14.12,1.46,-0.78,0.0,1.26,0.13,-0.07,0.0,165.26,15.89,-15.89,0.0,0.52,0.05,-0.05,0.0,Mass,0.0,,,0.0,,,,,1600.0,80.0,-70.0,0.0,0,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,G5,5590.0,100.0,-100.0,0.0,1.79,0.18,-0.09,0.0,1.09,0.06,-0.06,0.0,0.01,0.13,-0.13,0.0,[Fe/H],3.99,0.05,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.18,,,15.861,0.195,-0.195,13.261,0.034,-0.034,15.4682,0.001683,-0.001683,2014-05-14,2013-07,2014-05-14,0.32345603393022443,15.89,1.12,0.08301563099610666
321,CoRoT-27 b,CoRoT-27,1,1,1,Transit,2014,CoRoT,Published Confirmed,0,<a refstr=PARVIAINEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562A.140P/abstract target=ref> Parviainen et al. 2014 </a>,3.57532,6e-05,-6e-05,0.0,0.0476,0.0066,-0.0066,0.0,11.287,0.493,-0.493,0.0,1.007,0.044,-0.044,0.0,3302.11,174.8,-174.8,0.0,10.39,0.55,-0.55,0.0,Mass,0.065,,,1.0,,,,,1500.0,130.0,-130.0,0.0,0,<a refstr=PARVIAINEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562A.140P/abstract target=ref> Parviainen et al. 2014 </a>,G2,5900.0,120.0,-120.0,0.0,1.08,0.18,-0.06,0.0,1.05,0.11,-0.11,0.0,-0.1,0.1,-0.1,0.0,[M/H],4.4,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,1010.28,69.26,-61.036,15.774,0.103,-0.103,12.985,0.033,-0.033,15.3902,0.000615,-0.000615,2014-05-14,2014-02,2014-05-14,12.65340940843237,174.8,0.493,1.788234334110372
323,CoRoT-28 b,CoRoT-28,1,1,1,Transit,2015,CoRoT,Published Confirmed,0,<a refstr=CABRERA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...579A..36C/abstract target=ref>Cabrera et al. 2015</a>,5.20851,0.00038,-0.00038,0.0,0.0603,0.005,-0.005,0.0,10.704595,0.739794,-0.739794,0.0,0.955,0.066,-0.066,0.0,153.82972,27.65121,-27.65121,0.0,0.484,0.087,-0.087,0.0,Mass,0.047,0.055,-0.038,0.0,,,,,,,,,0,<a refstr=CABRERA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...579A..36C/abstract target=ref>Cabrera et al. 2015</a>,G8/9 IV,5150.0,100.0,-100.0,0.0,1.78,0.11,-0.11,0.0,1.01,0.14,-0.14,0.0,0.15,0.1,-0.1,0.0,[Fe/H],3.6,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,766.183,14.685,-14.152,13.783,0.069,-0.069,11.032,0.025,-0.025,13.4119,0.000393,-0.000393,2015-04-16,2015-07,2015-04-16,0.6910048986141533,27.65121,0.739794,0.18961314059254314
324,CoRoT-29 b,CoRoT-29,1,1,1,Transit,2015,CoRoT,Published Confirmed,0,<a refstr=CABRERA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...579A..36C/abstract target=ref>Cabrera et al. 2015</a>,2.85057,6e-06,-6e-06,0.0,0.0386,0.0059,-0.0059,0.0,10.0881,1.79344,-1.79344,0.0,0.9,0.16,-0.16,0.0,270.1555,63.566,-63.566,0.0,0.85,0.2,-0.2,0.0,Mass,0.082,0.081,-0.081,0.0,,,,,,,,,0,<a refstr=CABRERA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...579A..36C/abstract target=ref>Cabrera et al. 2015</a>,K0 V,5260.0,100.0,-100.0,0.0,0.9,0.12,-0.12,0.0,0.97,0.14,-0.14,0.0,0.2,0.1,-0.1,0.0,[Fe/H],4.3,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,806.507,44.027,-39.76,15.408,0.126,-0.126,13.048,0.031,-0.031,15.2394,0.000532,-0.000532,2015-04-16,2015-07,2015-04-16,1.4498974186395277,63.566,1.79344,0.8451891764975933
329,CoRoT-3 b,CoRoT-3,1,1,1,Transit,2008,CoRoT,Published Confirmed,0,<a refstr=DELEUIL_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..889D/abstract target=ref> Deleuil et al. 2008 </a>,4.2568,5e-06,-5e-06,0.0,,,,,11.32,0.78,-0.78,0.0,1.01,0.07,-0.07,0.0,6883.91,317.8,-317.8,0.0,21.66,1.0,-1.0,0.0,Mass,0.0,,,0.0,,,,,,,,,0,<a refstr=DELEUIL_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..889D/abstract target=ref> Deleuil et al. 2008 </a>,F3 V,6740.0,140.0,-140.0,0.0,1.56,0.09,-0.09,0.0,1.37,0.09,-0.09,0.0,,,,,,4.22,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.771,30.791,-28.545,13.448,0.069,-0.069,11.618,0.034,-0.034,13.2188,0.000298,-0.000298,2014-05-14,2008-12,2014-05-14,26.148543427526093,317.8,0.78,5.538422735787537
332,CoRoT-30 b,CoRoT-30,1,1,1,Transit,2020,CoRoT,Published Confirmed,0,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,9.06005,0.00024,-0.00024,0.0,0.0844,0.0012,-0.0012,0.0,11.309881,0.851884,-0.851884,0.0,1.009,0.076,-0.076,0.0,921.707,69.9226,-69.9226,0.0,2.9,0.22,-0.22,0.0,Mass,0.007,0.031,-0.031,0.0,,,,,,,,,0,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,G3 V,5650.0,100.0,-100.0,0.0,0.91,0.09,-0.03,0.0,0.98,0.03,-0.05,0.0,0.02,0.1,-0.1,0.0,[Fe/H],4.4,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,1032.23,48.57,-44.467,15.571,0.126,-0.126,13.562,0.045,-0.045,15.413,0.000666,-0.000666,2020-04-10,2020-03,2020-04-16,3.510511325211364,69.9226,0.851884,0.8367679399060676
333,CoRoT-31 b,CoRoT-31,1,1,1,Transit,2020,CoRoT,Published Confirmed,0,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,4.62941,0.00075,-0.00075,0.0,0.0586,0.0034,-0.0034,0.0,16.36514,3.3627,-3.3627,0.0,1.46,0.3,-0.3,0.0,266.9772,108.0622,-108.0622,0.0,0.84,0.34,-0.34,0.0,Mass,0.02,0.16,-0.16,0.0,,,,,,,,,0,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,G2 IV,5700.0,120.0,-120.0,0.0,2.15,0.56,-0.66,0.0,1.25,0.22,-0.21,0.0,0.0,0.1,-0.1,0.0,[Fe/H],3.85,0.25,-0.25,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h19m16.98s,94.820735,-04d25m20.27s,-4.4222978,2005.76,169.79,-145.71,15.479,0.309,-0.309,13.426,0.038,-0.038,15.4655,0.000809,-0.000809,2020-04-10,2020-03,2020-04-16,0.33563450171242376,108.0622,3.3627,0.2475127402848846
335,CoRoT-32 b,CoRoT-32,1,1,1,Transit,2018,CoRoT,Published Confirmed,0,<a refstr=BOUFLEUR_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.473..710B/abstract target=ref>Boufleur et al. 2018</a>,6.71837,1e-05,-1e-05,0.0,0.071,0.001,-0.001,0.0,6.38913,0.67254,-0.56045,0.0,0.57,0.06,-0.05,0.0,47.6745,31.783,-31.783,0.0,0.15,0.1,-0.1,0.0,Mass,,,,,132.26,36.74,-29.39,0.0,938.0,65.0,-52.0,0.0,0,<a refstr=BOUFLEUR_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.473..710B/abstract target=ref>Boufleur et al. 2018</a>,G0 VI,5970.0,100.0,-100.0,0.0,0.79,0.08,-0.09,0.0,1.08,0.08,-0.07,0.0,0.0,0.2,-0.2,0.0,[Fe/H],4.67,0.11,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h40m46.84s,100.1951714,+09d15m26.62s,9.2573953,576.683,10.436,-10.436,13.626,0.149,-0.149,12.193,0.027,-0.027,13.5867,0.000754,-0.000754,2017-09-14,2018-01,2017-09-15,1.0071927043884101,31.783,0.616495,0.732028501699873
336,CoRoT-35 b,CoRoT-35,1,1,1,Transit,2022,CoRoT,Published Confirmed,0,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,3.22748,8e-05,-8e-05,0.0,0.0429,0.00092,-0.00092,0.0,18.83108758,1.23298788,-1.23298788,0.0,1.68,0.11,-0.11,0.0,349.6112477,117.59651059,-117.59651059,0.0,1.1,0.37,-0.37,0.0,Mass,0.0,,,0.0,,,,,1747.0,62.0,-62.0,0.0,1,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,F6 V,6390.0,130.0,-130.0,0.0,1.65,0.1,-0.11,0.0,1.01,0.07,-0.06,0.0,-0.5,0.1,-0.1,0.0,[Fe/H],4.01,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m15.44s,289.3143526,-02d46m28.95s,-2.7747085,1123.21,55.9,-50.92,15.635,0.229,-0.229,12.935,0.029,-0.029,15.2625,0.000514,-0.000514,2022-08-01,2022-07,2022-08-01,0.28847672937871915,117.59651059,1.23298788,0.11236702952988174
338,CoRoT-4 b,CoRoT-4,1,1,1,Transit,2008,CoRoT,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...488L..47M/abstract target=ref> Moutou et al. 2008 </a>,9.20205,0.00037,-0.00037,0.0,0.09,0.001,-0.001,0.0,13.34,0.67,-0.56,0.0,1.19,0.06,-0.05,0.0,228.83,25.43,-25.43,0.0,0.72,0.08,-0.08,0.0,Mass,0.0,0.1,-0.1,0.0,,,,,1074.0,19.0,-19.0,0.0,0,<a refstr=MOUTOU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...488L..47M/abstract target=ref> Moutou et al. 2008 </a>,,6190.0,60.0,-60.0,0.0,1.17,0.01,-0.03,0.0,1.16,0.03,-0.02,0.0,,,,,,4.41,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.412,15.181,-14.582,13.652,0.092,-0.092,12.288,0.03,-0.03,13.5613,0.000354,-0.000354,2025-06-26,2008-09,2014-05-14,0.5311253994279179,25.43,0.615,0.09423323593983814
346,CoRoT-5 b,CoRoT-5,1,1,1,Transit,2009,CoRoT,Published Confirmed,0,<a refstr=RAUER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..281R/abstract target=ref> Rauer et al. 2009 </a>,4.0378962,1.9e-06,-1.9e-06,0.0,0.04947,0.00026,-0.00029,0.0,15.558,0.516,-0.527,0.0,1.388,0.046,-0.047,0.0,148.42,14.937,-7.628,0.0,0.467,0.047,-0.024,0.0,Mass,0.09,0.09,-0.04,0.0,,,,,1438.0,39.0,-39.0,0.0,0,<a refstr=RAUER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..281R/abstract target=ref> Rauer et al. 2009 </a>,F9 V,6100.0,65.0,-65.0,0.0,1.186,0.04,-0.04,0.0,1.0,0.02,-0.02,0.0,-0.25,0.06,-0.06,0.0,[M/H],4.19,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.472,25.62,-25.62,14.043,0.149,-0.149,12.546,0.026,-0.026,13.9021,0.000418,-0.000418,2014-05-14,2009-10,2014-05-14,0.21716144592079656,11.282499999999999,0.5215000000000001,0.02737508866560982
349,CoRoT-6 b,CoRoT-6,1,1,1,Transit,2009,CoRoT,Published Confirmed,0,<a refstr=FRIDLUND_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..14F/abstract target=ref> Fridlund et al. 2010 </a>,8.886593,4e-06,-4e-06,0.0,0.0855,0.0015,-0.0015,0.0,13.068,0.392,-0.392,0.0,1.166,0.035,-0.035,0.0,940.74,108.06,-108.06,0.0,2.96,0.34,-0.34,0.0,Mass,0.1,,,1.0,,,,,1017.0,19.0,-19.0,0.0,0,<a refstr=FRIDLUND_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..14F/abstract target=ref> Fridlund et al. 2010 </a>,F9 V,6090.0,70.0,-70.0,0.0,1.025,0.026,-0.026,0.0,1.05,0.05,-0.05,0.0,-0.2,0.1,-0.1,0.0,[Fe/H],4.43,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.294,12.453,-11.997,13.961,0.069,-0.069,12.119,0.024,-0.024,13.7459,0.000496,-0.000496,2014-05-14,2010-03,2014-05-14,2.3227038079520845,108.06,0.392,0.3389299980116794
352,CoRoT-7 b,CoRoT-7,1,1,3,Transit,2009,CoRoT,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.85359163,6e-09,-6e-09,0.0,,,,,1.68135,0.11209,-0.11209,0.0,0.15,0.01,-0.01,0.0,4.07660518,1.01981794,-1.01981794,0.0,0.01282637,0.00320869,-0.00320869,0.0,Mass,0.0,,,0.0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5275.0,75.0,-75.0,0.0,0.83,0.04,-0.04,0.0,0.82,0.17,-0.17,0.0,0.05,,,0.0,[Fe/H],4.5,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906,0.917,-0.906,11.728,0.027,-0.027,9.806,0.021,-0.021,11.5239,0.000462,-0.000462,2020-11-13,2017-03,2020-11-19,4.725805747784585,1.01981794,0.11209,1.5135996052268188
364,CoRoT-8 b,CoRoT-8,1,1,1,Transit,2010,CoRoT,Published Confirmed,0,<a refstr=BORDE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..66B/abstract target=ref> Borde et al. 2010 </a>,6.21229,3e-05,-3e-05,0.0,0.063,0.001,-0.001,0.0,6.39,0.22,-0.22,0.0,0.57,0.02,-0.02,0.0,69.92,9.53,-9.53,0.0,0.22,0.03,-0.03,0.0,Mass,0.0,,,0.0,,,,,,,,,0,<a refstr=BORDE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..66B/abstract target=ref> Borde et al. 2010 </a>,K1 V,5080.0,80.0,-80.0,0.0,0.77,0.02,-0.02,0.0,0.88,0.04,-0.04,0.0,0.3,0.1,-0.1,0.0,[M/H],4.58,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.037,2.714,-2.714,14.792,0.034,-0.034,11.463,0.021,-0.021,14.2195,0.000262,-0.000262,2014-05-14,2010-09,2014-05-14,1.4765577723552898,9.53,0.22,0.252510344979153
371,CoRoT-9 b,CoRoT-9,1,2,1,Transit,2009,CoRoT,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...603A..43B/abstract target=ref>Bonomo et al. 2017</a>,95.272656,6.8e-05,-6.8e-05,0.0,0.4021,0.0054,-0.0054,0.0,11.948794,0.840675,-0.706167,0.0,1.066,0.075,-0.063,0.0,266.9772,15.8915,-15.8915,0.0,0.84,0.05,-0.05,0.0,Mass,0.133,0.042,-0.037,0.0,,,,,420.0,16.0,-16.0,0.0,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...603A..43B/abstract target=ref>Bonomo et al. 2017</a>,,5625.0,80.0,-80.0,0.0,0.96,0.06,-0.06,0.0,0.96,0.04,-0.04,0.0,-0.01,0.06,-0.06,0.0,[Fe/H],4.54,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783,412.98,4.725,-4.622,13.637,0.137,-0.137,11.688,0.023,-0.023,13.5008,0.00032,-0.00032,2017-12-12,2017-07,2017-12-14,0.8622904003576634,15.8915,0.7734209999999999,0.1751329789574901
397,EPIC 201595106 b,EPIC 201595106,1,1,2,Transit,2021,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024NatSR..1427219L/abstract target=ref>Livingston et al. 2024</a>,0.87724,4e-05,-4e-05,0.0,0.0177,0.0003,-0.0003,0.0,1.565,0.079,-0.079,0.0,0.13962019,0.00704792,-0.00704792,0.0,7.67,0.75,-0.75,0.0,0.02413252,0.00235976,-0.00235976,0.0,Mass,0.0,,,0.0,2852.0,107.0,-107.0,0.0,2038.0,39.0,-39.0,0.0,0,<a refstr=LIVINGSTON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024NatSR..1427219L/abstract target=ref>Livingston et al. 2024</a>,,5679.0,60.0,-39.0,0.0,0.98,0.025,-0.025,0.0,0.958,0.048,-0.048,0.0,0.01,0.1,-0.1,0.0,[Fe/H],4.435,0.035,-0.035,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h14m52.89s,183.7203635,+01d58m05.41s,1.9681688,232.1,2.706,-2.646,11.746,0.069,-0.069,10.218,0.021,-0.021,11.6477,0.000245,-0.000245,2025-01-29,2024-11,2025-01-29,11.025643274978716,0.75,0.079,1.9875233241158736
